#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
Star Trek - Deep Space Nine - Crossroads of Time (USA);Star Trek - Deep Space Nine - Crossroads of Time (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Star Trek - The Next Generation - Echoes from the Past (USA) (v1.1);Star Trek - The Next Generation - Echoes from the Past (USA) (v1.1);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Starflight (USA, Europe) (v1.1);Starflight (USA, Europe) (v1.1);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Stargate (USA, Europe);Stargate (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Steel Empire;Steel Empire;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Steel Empire (USA);Steel Empire (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Steel Talons (USA, Europe);Steel Talons (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Stormlord;Stormlord;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Stormlord (USA);Stormlord (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Street Fighter II' - Special Champion Edition (USA);Street Fighter II' - Special Champion Edition (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Street Racer (Europe);Street Racer (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Street Smart (Japan, USA);Street Smart (Japan, USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Streets Of Rage I;Streets Of Rage I;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Streets Of Rage II;Streets Of Rage II;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Streets of Rage III;Streets of Rage III;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Strider (USA, Europe);Strider (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Strider Returns - Journey from Darkness (USA);Strider Returns - Journey from Darkness (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Striker (Europe);Striker (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sub-Terrania (USA);Sub-Terrania (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
SubTerrania;SubTerrania;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Summer Challenge (USA, Europe);Summer Challenge (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sunset Riders (USA);Sunset Riders (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Super Baseball 2020 (USA, Europe);Super Baseball 2020 (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Super Battleship (USA);Super Battleship (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Super Battletank - War in the Gulf (USA);Super Battletank - War in the Gulf (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Super Fantasy Zone (Europe);Super Fantasy Zone (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Super Hang-On (World) (Rev A);Super Hang-On (World) (Rev A);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Super High Impact (USA);Super High Impact (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Super Hydlide (USA);Super Hydlide (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Super Kick Off (Europe);Super Kick Off (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Super Monaco GP (USA);Super Monaco GP (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Super Monaco GP II;Super Monaco GP II;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Super Off Road (USA, Europe);Super Off Road (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Super Skidmarks (Europe) (J-Cart);Super Skidmarks (Europe) (J-Cart);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Super Smash T.V. (USA, Europe);Super Smash T.V. (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Super Street Fighter II - The New Challengers (USA);Super Street Fighter II - The New Challengers (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Super Thunder Blade (World);Super Thunder Blade (World);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Super Volley Ball (USA);Super Volley Ball (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Superman (USA);Superman (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sword of Sodan (USA, Europe);Sword of Sodan (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sword of Vermilion (USA, Europe);Sword of Vermilion (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Syd of Valis (USA);Syd of Valis (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Sylvester and Tweety in Cagey Capers (USA);Sylvester and Tweety in Cagey Capers (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Syndicate (USA, Europe);Syndicate (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
T2 - Terminator 2 - Judgment Day (USA, Europe);T2 - Terminator 2 - Judgment Day (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
T2 - The Arcade Game (USA, Europe);T2 - The Arcade Game (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
TNN Bass Tournament of Champions (USA);TNN Bass Tournament of Champions (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
TNN Outdoors Bass Tournament '96 (USA);TNN Outdoors Bass Tournament '96 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
TaleSpin (USA, Europe);TaleSpin (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Target Earth (USA);Target Earth (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Task Force Harrier EX (USA);Task Force Harrier EX (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Taz in Escape from Mars (USA);Taz in Escape from Mars (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Taz-Mania (World);Taz-Mania (World);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Team USA Basketball (USA, Europe);Team USA Basketball (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Techno Clash (USA, Europe);Techno Clash (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Technocop (USA);Technocop (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Tecmo Super Baseball (USA);Tecmo Super Baseball (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Tecmo Super Bowl (USA);Tecmo Super Bowl (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Tecmo Super Bowl II - Special Edition (USA);Tecmo Super Bowl II - Special Edition (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Tecmo Super Bowl III - Final Edition (USA);Tecmo Super Bowl III - Final Edition (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Tecmo Super Hockey (USA);Tecmo Super Hockey (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Tecmo Super NBA Basketball (USA);Tecmo Super NBA Basketball (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Tecmo World Cup (USA);Tecmo World Cup (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Teenage Mutant Ninja Turtles - The Hyperstone Heist (USA);Teenage Mutant Ninja Turtles - The Hyperstone Heist (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Teenage Mutant Ninja Turtles - Tournament Fighters (USA);Teenage Mutant Ninja Turtles - Tournament Fighters (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Teenage Mutant Ninja Turtles The Hyperstone Heist;Teenage Mutant Ninja Turtles The Hyperstone Heist;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Terminator, The (USA);Terminator, The (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Test Drive II - The Duel (USA, Europe);Test Drive II - The Duel (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Theme Park (USA, Europe);Theme Park (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Thomas the Tank Engine & Friends (USA);Thomas the Tank Engine & Friends (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Thunder Force II;Thunder Force II;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Thunder Force II (USA, Europe);Thunder Force II (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Thunder Force III;Thunder Force III;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Thunder Force III (Japan, USA);Thunder Force III (Japan, USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Thunder Force IV;Thunder Force IV;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Thunder Fox (USA);Thunder Fox (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Tick, The (USA);Tick, The (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Time Killers (USA);Time Killers (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
TinHead (USA);TinHead (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Tintin au Tibet (Europe);Tintin au Tibet (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Tiny Toon Adventures - Acme All-Stars (USA, Korea);Tiny Toon Adventures - Acme All-Stars (USA, Korea);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Tiny Toon Adventures - Buster's Hidden Treasure (USA);Tiny Toon Adventures - Buster's Hidden Treasure (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Todd's Adventures in Slime World (USA);Todd's Adventures in Slime World (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
ToeJam & Earl (World) (Rev A);ToeJam & Earl (World) (Rev A);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
ToeJam & Earl in Panic on Funkotron (USA);ToeJam & Earl in Panic on Funkotron (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Toejam and Earl;Toejam and Earl;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Toki - Going Ape Spit (World) (Rev A);Toki - Going Ape Spit (World) (Rev A);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Tom and Jerry - Frantic Antics (USA);Tom and Jerry - Frantic Antics (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Tommy Lasorda Baseball (USA);Tommy Lasorda Baseball (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Tony La Russa Baseball (USA, Australia);Tony La Russa Baseball (USA, Australia);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Top Gear 2 (USA);Top Gear 2 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Total Football (Europe);Total Football (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Toughman Contest (USA, Europe);Toughman Contest (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Toxic Crusaders (USA);Toxic Crusaders (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Toy Story (USA);Toy Story (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Toys (USA);Toys (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Trampoline Terror! (USA);Trampoline Terror! (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Traysia (USA);Traysia (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Triple Play - Gold Edition (USA);Triple Play - Gold Edition (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Triple Play 96 (USA);Triple Play 96 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Trouble Shooter;Trouble Shooter;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Trouble Shooter (USA);Trouble Shooter (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Troy Aikman NFL Football (USA);Troy Aikman NFL Football (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
True Lies;True Lies;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
True Lies (World);True Lies (World);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Truxton (World);Truxton (World);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Turbo OutRun (Japan, Europe);Turbo OutRun (Japan, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Turrican (USA, Europe);Turrican (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Twin Cobra - Desert Attack Helicopter (USA);Twin Cobra - Desert Attack Helicopter (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Twin Hawk (Japan, Europe);Twin Hawk (Japan, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Twinkle Tale;Twinkle Tale;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Two Crude Dudes (USA);Two Crude Dudes (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Two Tribes - Populous II (Europe);Two Tribes - Populous II (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Tyrants - Fight through Time (USA);Tyrants - Fight through Time (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Ultimate Mortal Kombat 3 (USA);Ultimate Mortal Kombat 3 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Ultimate Qix (USA);Ultimate Qix (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Ultimate Soccer (Europe);Ultimate Soccer (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Uncharted Waters (USA);Uncharted Waters (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Undead Line;Undead Line;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Universal Soldier (USA, Europe);Universal Soldier (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Unnecessary Roughness '95 (USA);Unnecessary Roughness '95 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Urban Strike;Urban Strike;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Urban Strike (USA, Europe);Urban Strike (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
VR Troopers (USA, Europe);VR Troopers (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Valis (USA);Valis (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Valis III (USA);Valis III (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Vapor Trail (USA);Vapor Trail (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Vectorman (USA, Europe);Vectorman (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Vectorman 1;Vectorman 1;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Vectorman 2;Vectorman 2;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Vectorman 2 (USA);Vectorman 2 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Viewpoint (USA);Viewpoint (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Virtua Fighter 2 (USA, Europe);Virtua Fighter 2 (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Virtua Racing (USA);Virtua Racing (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Virtual Bart (World);Virtual Bart (World);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Virtual Pinball (USA, Europe);Virtual Pinball (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
WWF Raw (World);WWF Raw (World);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
WWF Royal Rumble (World);WWF Royal Rumble (World);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
WWF Super WrestleMania (USA, Europe);WWF Super WrestleMania (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
WWF WrestleMania - The Arcade Game (USA, Europe);WWF WrestleMania - The Arcade Game (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Wacky Worlds Creativity Studio (USA);Wacky Worlds Creativity Studio (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Wardner (USA);Wardner (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Warlock (USA, Europe);Warlock (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Warpspeed (USA);Warpspeed (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Warrior of Rome (USA);Warrior of Rome (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Warrior of Rome II (USA);Warrior of Rome II (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Warsong (USA);Warsong (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Wayne Gretzky and the NHLPA All-Stars (USA, Europe);Wayne Gretzky and the NHLPA All-Stars (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Wayne's World (USA);Wayne's World (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Weaponlord;Weaponlord;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Weaponlord (USA);Weaponlord (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Whac-a-Critter (USA) (Unl);Whac-a-Critter (USA) (Unl);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Wheel of Fortune (USA);Wheel of Fortune (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Where in Time Is Carmen Sandiego (USA, Europe);Where in Time Is Carmen Sandiego (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Where in the World Is Carmen Sandiego (USA, Europe);Where in the World Is Carmen Sandiego (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Whip Rush;Whip Rush;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Whip Rush (USA);Whip Rush (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Williams Arcade's Greatest Hits (USA);Williams Arcade's Greatest Hits (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Wimbledon Championship Tennis (USA);Wimbledon Championship Tennis (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Wings of Wor;Wings of Wor;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Wings of Wor (USA);Wings of Wor (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Winter Challenge (USA, Europe) (Rev 1);Winter Challenge (USA, Europe) (Rev 1);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Winter Olympic Games (USA);Winter Olympic Games (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Wiz'n'Liz;Wiz'n'Liz;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Wiz'n'Liz (USA);Wiz'n'Liz (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Wolfchild (USA);Wolfchild (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Wolverine - Adamantium Rage (USA, Europe);Wolverine - Adamantium Rage (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Wonder Boy III - Monster Lair (Japan, Europe);Wonder Boy III - Monster Lair (Japan, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Wonder Boy in Monster World;Wonder Boy in Monster World;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Wonder Boy in Monster World (USA, Europe);Wonder Boy in Monster World (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
World Championship Soccer (Japan, USA) (v1.2);World Championship Soccer (Japan, USA) (v1.2);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
World Championship Soccer II (USA);World Championship Soccer II (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
World Class Leaderboard Golf (USA);World Class Leaderboard Golf (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
World Cup USA 94 (USA, Europe);World Cup USA 94 (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
World Heroes (USA);World Heroes (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
World Series Baseball '95 (USA);World Series Baseball '95 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
World Series Baseball '96 (USA);World Series Baseball '96 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
World Series Baseball (USA);World Series Baseball (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
World Series Baseball 98 (USA);World Series Baseball 98 (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
World Trophy Soccer (USA);World Trophy Soccer (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
World of Illusion Starring Mickey Mouse and Donald Duck;World of Illusion Starring Mickey Mouse and Donald Duck;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
World of Illusion Starring Mickey Mouse and Donald Duck (USA, Korea);World of Illusion Starring Mickey Mouse and Donald Duck (USA, Korea);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Worms (Europe);Worms (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Wrestle War (Japan, Europe);Wrestle War (Japan, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
X-Men (USA);X-Men (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
X-Men 2 - Clone Wars (USA, Europe);X-Men 2 - Clone Wars (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
X-Perts (USA);X-Perts (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Xenocrisis;Xenocrisis;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Xenon 2 - Megablast (Europe);Xenon 2 - Megablast (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Xenon 2 Megablast;Xenon 2 Megablast;SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Yogi Bear - Cartoon Capers (Europe);Yogi Bear - Cartoon Capers (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Ys III (USA);Ys III (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Zany Golf (USA, Europe) (v1.1);Zany Golf (USA, Europe) (v1.1);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Zero Tolerance (USA, Europe);Zero Tolerance (USA, Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Zero Wing (Europe);Zero Wing (Europe);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Zero the Kamikaze Squirrel (USA);Zero the Kamikaze Squirrel (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Zombies Ate My Neighbors (USA);Zombies Ate My Neighbors (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Zool - Ninja of the 'Nth' Dimension (USA);Zool - Ninja of the 'Nth' Dimension (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Zoom! (World);Zoom! (World);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
Zoop (USA);Zoop (USA);SEGA Mega Drive;;;;;;;;;;;;;;;;;;
